bl_part_id,boid,bk_part_id,item_type,brikick_name,api_item_type,bk_part_key,bl_color_id,bo_color_id,bk_color_id,weight,bk_img_url
0064,,,B,,,,0,,0,,
0112510069-1,,,B,,,,0,,0,,
0112510069-2,,,B,,,,0,,0,,
0112510069-3,,,B,,,,0,,0,,
0112510069-4,,,B,,,,0,,0,,
022332,,,B,,,,0,,0,,
043257,,,B,,,,0,,0,,
0434968641,,,B,,,,0,,0,,
0434968676,,,B,,,,0,,0,,
0434974676,,,B,,,,0,,0,,
0434979872,,,B,,,,0,,0,,
0439745675,,,B,,,,0,,0,,
0439854237,,,B,,,,0,,0,,
066971,,,B,,,,0,,0,,
082300365300917,,,B,,,,0,,0,,
086444-NL,,,B,,,,0,,0,,
086444BE-NL,,,B,,,,0,,0,,
087585,,,B,,,,0,,0,,
0984,,,B,,,,0,,0,,
0984SP,,,B,,,,0,,0,,
0985,,,B,,,,0,,0,,
0986,,,B,,,,0,,0,,
0992,,,B,,,,0,,0,,
0993,,,B,,,,0,,0,,
1000271,,,B,,,,0,,0,,
1000299,,,B,,,,0,,0,,
101581,,,B,,,,0,,0,,
102702DK,,,B,,,,0,,0,,
102703UK,,,B,,,,0,,0,,
102704SF,,,B,,,,0,,0,,
102705F,,,B,,,,0,,0,,
102706NL,,,B,,,,0,,0,,
102707I,,,B,,,,0,,0,,
102708JA,,,B,,,,0,,0,,
102709N,,,B,,,,0,,0,,
102712S,,,B,,,,0,,0,,
102713D,,,B,,,,0,,0,,
102717US,,,B,,,,0,,0,,
1031b01a,,,B,,,,0,,0,,
1031b01b,,,B,,,,0,,0,,
1031b02a,,,B,,,,0,,0,,
1031b02b,,,B,,,,0,,0,,
1031b03a,,,B,,,,0,,0,,
1031b03b,,,B,,,,0,,0,,
1031b04a,,,B,,,,0,,0,,
1031b04b,,,B,,,,0,,0,,
1031b05a,,,B,,,,0,,0,,
1031b05b,,,B,,,,0,,0,,
1031b06a,,,B,,,,0,,0,,
1031b06b,,,B,,,,0,,0,,
1031b07a,,,B,,,,0,,0,,
1031b07b,,,B,,,,0,,0,,
1031b08a,,,B,,,,0,,0,,
1031b08b,,,B,,,,0,,0,,
1031b09a,,,B,,,,0,,0,,
1031b09b,,,B,,,,0,,0,,
1031b10a,,,B,,,,0,,0,,
1031b10b,,,B,,,,0,,0,,
1031b11a,,,B,,,,0,,0,,
1031b11b,,,B,,,,0,,0,,
1031b12a,,,B,,,,0,,0,,
1031b12b,,,B,,,,0,,0,,
1031b13a,,,B,,,,0,,0,,
1031b13b,,,B,,,,0,,0,,
1031b14a,,,B,,,,0,,0,,
1031b14b,,,B,,,,0,,0,,
1031b15a,,,B,,,,0,,0,,
1031b15b,,,B,,,,0,,0,,
1031b16a,,,B,,,,0,,0,,
1031b16b,,,B,,,,0,,0,,
1031b17a,,,B,,,,0,,0,,
1031b17b,,,B,,,,0,,0,,
1031b18a,,,B,,,,0,,0,,
1031b18b,,,B,,,,0,,0,,
1031b19a,,,B,,,,0,,0,,
1031b19b,,,B,,,,0,,0,,
1031b20a,,,B,,,,0,,0,,
1031b20b,,,B,,,,0,,0,,
103283,,,B,,,,0,,0,,
1032b1,,,B,,,,0,,0,,
1032b10,,,B,,,,0,,0,,
1032b11,,,B,,,,0,,0,,
1032b12,,,B,,,,0,,0,,
1032b13,,,B,,,,0,,0,,
1032b14,,,B,,,,0,,0,,
1032b15,,,B,,,,0,,0,,
1032b16,,,B,,,,0,,0,,
1032b17,,,B,,,,0,,0,,
1032b18,,,B,,,,0,,0,,
1032b19,,,B,,,,0,,0,,
1032b2,,,B,,,,0,,0,,
1032b20,,,B,,,,0,,0,,
1032b3,,,B,,,,0,,0,,
1032b4,,,B,,,,0,,0,,
1032b5,,,B,,,,0,,0,,
1032b6,,,B,,,,0,,0,,
1032b7,,,B,,,,0,,0,,
1032b8,,,B,,,,0,,0,,
1032b9,,,B,,,,0,,0,,
1035,,,B,,,,0,,0,,
1035fr,,,B,,,,0,,0,,
1035nl,,,B,,,,0,,0,,
1036,,,B,,,,0,,0,,
1036b,,,B,,,,0,,0,,
1050b01,,,B,,,,0,,0,,
1050b02,,,B,,,,0,,0,,
1050b03,,,B,,,,0,,0,,
1050b04,,,B,,,,0,,0,,
1050b05,,,B,,,,0,,0,,
1050b06,,,B,,,,0,,0,,
1050b07,,,B,,,,0,,0,,
1050b08,,,B,,,,0,,0,,
1050b09,,,B,,,,0,,0,,
1050b10,,,B,,,,0,,0,,
1053b01,,,B,,,,0,,0,,
1053b02,,,B,,,,0,,0,,
1053b03,,,B,,,,0,,0,,
1053b04,,,B,,,,0,,0,,
1053b05,,,B,,,,0,,0,,
1053b06,,,B,,,,0,,0,,
1053b07,,,B,,,,0,,0,,
1053b08,,,B,,,,0,,0,,
1053b09,,,B,,,,0,,0,,
1053b10,,,B,,,,0,,0,,
1053b11,,,B,,,,0,,0,,
1053b12,,,B,,,,0,,0,,
1053b13,,,B,,,,0,,0,,
1053b14,,,B,,,,0,,0,,
1053b15,,,B,,,,0,,0,,
1053b16,,,B,,,,0,,0,,
1053b17,,,B,,,,0,,0,,
1053b18,,,B,,,,0,,0,,
1053b19,,,B,,,,0,,0,,
1053b20,,,B,,,,0,,0,,
1056b01,,,B,,,,0,,0,,
1056b02,,,B,,,,0,,0,,
1056b03,,,B,,,,0,,0,,
1056b04,,,B,,,,0,,0,,
1056b05,,,B,,,,0,,0,,
1056b06,,,B,,,,0,,0,,
1057,,,B,,,,0,,0,,
1057de,,,B,,,,0,,0,,
1057it,,,B,,,,0,,0,,
1057uk,,,B,,,,0,,0,,
1064b01,,,B,,,,0,,0,,
1064b02,,,B,,,,0,,0,,
1064b03,,,B,,,,0,,0,,
1064b04,,,B,,,,0,,0,,
1064b05,,,B,,,,0,,0,,
1064b06,,,B,,,,0,,0,,
10655a,,,B,,,,0,,0,,
10655b,,,B,,,,0,,0,,
10655c,,,B,,,,0,,0,,
1090bA,,,B,,,,0,,0,,
1090bBC,,,B,,,,0,,0,,
1090bD,,,B,,,,0,,0,,
1090bE,,,B,,,,0,,0,,
1090bOC,,,B,,,,0,,0,,
1092bA,,,B,,,,0,,0,,
1092bBCD,,,B,,,,0,,0,,
1092bE,,,B,,,,0,,0,,
1092bOC,,,B,,,,0,,0,,
1093,,,B,,,,0,,0,,
1093b01,,,B,,,,0,,0,,
111708ja,,,B,,,,0,,0,,
111717,,,B,,,,0,,0,,
111780,,,B,,,,0,,0,,
111782eu,,,B,,,,0,,0,,
111784eu,,,B,,,,0,,0,,
112117,,,B,,,,0,,0,,
112178,,,B,,,,0,,0,,
112180,,,B,,,,0,,0,,
112182,,,B,,,,0,,0,,
112185,,,B,,,,0,,0,,
113906,,,B,,,,0,,0,,
113917,,,B,,,,0,,0,,
116205,,,B,,,,0,,0,,
117280,,,B,,,,0,,0,,
117282,,,B,,,,0,,0,,
120246,,,B,,,,0,,0,,
120248,,,B,,,,0,,0,,
120270,,,B,,,,0,,0,,
120290,,,B,,,,0,,0,,
120316,,,B,,,,0,,0,,
120317,,,B,,,,0,,0,,
120644-CA,,,B,,,,0,,0,,
1401203124,,,B,,,,0,,0,,
1455b01,,,B,,,,0,,0,,
1455b02,,,B,,,,0,,0,,
1455b03,,,B,,,,0,,0,,
1460,,,B,,,,0,,0,,
1512b1,,,B,,,,0,,0,,
1512b2,,,B,,,,0,,0,,
1512b3,,,B,,,,0,,0,,
1512b4,,,B,,,,0,,0,,
1512b5,,,B,,,,0,,0,,
1512b6,,,B,,,,0,,0,,
1512b7,,,B,,,,0,,0,,
1512b8,,,B,,,,0,,0,,
16197,,,B,,,,0,,0,,
16221,,,B,,,,0,,0,,
164840,,,B,,,,0,,0,,
164850,,,B,,,,0,,0,,
167452,,,B,,,,0,,0,,
170301,,,B,,,,0,,0,,
170310,,,B,,,,0,,0,,
170320,,,B,,,,0,,0,,
1869953134,,,B,,,,0,,0,,
198323,,,B,,,,0,,0,,
198324,,,B,,,,0,,0,,
198325,,,B,,,,0,,0,,
198326,,,B,,,,0,,0,,
198327,,,B,,,,0,,0,,
198331,,,B,,,,0,,0,,
198333,,,B,,,,0,,0,,
200,,,B,,,,0,,0,,
2000034,,,B,,,,0,,0,,
2000040,,,B,,,,0,,0,,
2000040nl,,,B,,,,0,,0,,
2000055,,,B,,,,0,,0,,
2000067,,,B,,,,0,,0,,
2000202,,,B,,,,0,,0,,
200039,,,B,,,,0,,0,,
2000418,,,B,,,,0,,0,,
2001270,,,B,,,,0,,0,,
2009618,,,B,,,,0,,0,,
2009631,,,B,,,,0,,0,,
2009631SP,,,B,,,,0,,0,,
2009631TG,,,B,,,,0,,0,,
2009634,,,B,,,,0,,0,,
2009655,,,B,,,,0,,0,,
2009665,,,B,,,,0,,0,,
2009680,,,B,,,,0,,0,,
2009684,,,B,,,,0,,0,,
2009723,,,B,,,,0,,0,,
2009725,,,B,,,,0,,0,,
2009786,,,B,,,,0,,0,,
2009789,,,B,,,,0,,0,,
2009790,,,B,,,,0,,0,,
2009793,,,B,,,,0,,0,,
2009795,,,B,,,,0,,0,,
2010books,,,B,,,,0,,0,,
2013805,,,B,,,,0,,0,,
2020books,,,B,,,,0,,0,,
204,,,B,,,,0,,0,,
2045100,,,B,,,,0,,0,,
2045100nl,,,B,,,,0,,0,,
2045101,,,B,,,,0,,0,,
2045102,,,B,,,,0,,0,,
2045103,,,B,,,,0,,0,,
205,,,B,,,,0,,0,,
205jp,,,B,,,,0,,0,,
209656,,,B,,,,0,,0,,
220-de,,,B,,,,0,,0,,
220-dk,,,B,,,,0,,0,,
220-fr,,,B,,,,0,,0,,
220-it,,,B,,,,0,,0,,
220-nl,,,B,,,,0,,0,,
220-uk,,,B,,,,0,,0,,
2200945,,,B,,,,0,,0,,
2200946,,,B,,,,0,,0,,
221,,,B,,,,0,,0,,
2210410,,,B,,,,0,,0,,
221216,,,B,,,,0,,0,,
222,,,B,,,,0,,0,,
225,,,B,,,,0,,0,,
226,,,B,,,,0,,0,,
226rev,,,B,,,,0,,0,,
232019,,,B,,,,0,,0,,
238,,,B,,,,0,,0,,
239,,,B,,,,0,,0,,
239a,,,B,,,,0,,0,,
240,,,B,,,,0,,0,,
241,,,B,,,,0,,0,,
242,,,B,,,,0,,0,,
243-de,,,B,,,,0,,0,,
243-nl,,,B,,,,0,,0,,
250,,,B,,,,0,,0,,
25053863de,,,B,,,,0,,0,,
25057712-NL,,,B,,,,0,,0,,
25069664,,,B,,,,0,,0,,
25094462-BENL,,,B,,,,0,,0,,
25150389-NLBE,,,B,,,,0,,0,,
260,,,B,,,,0,,0,,
26864,,,B,,,,0,,0,,
26865,,,B,,,,0,,0,,
27045A,,,B,,,,0,,0,,
27045B,,,B,,,,0,,0,,
276020,,,B,,,,0,,0,,
276037,,,B,,,,0,,0,,
2851425,,,B,,,,0,,0,,
2856027,,,B,,,,0,,0,,
309314,,,B,,,,0,,0,,
3142de,,,B,,,,0,,0,,
3144at,,,B,,,,0,,0,,
3144be,,,B,,,,0,,0,,
3144de,,,B,,,,0,,0,,
3144fr,,,B,,,,0,,0,,
3144it,,,B,,,,0,,0,,
3144nl,,,B,,,,0,,0,,
3144se,,,B,,,,0,,0,,
3156be,,,B,,,,0,,0,,
3166at,,,B,,,,0,,0,,
3166be,,,B,,,,0,,0,,
3166ca,,,B,,,,0,,0,,
3166ch,,,B,,,,0,,0,,
3166de,,,B,,,,0,,0,,
3166dk,,,B,,,,0,,0,,
3166fr,,,B,,,,0,,0,,
3166nl,,,B,,,,0,,0,,
3166se,,,B,,,,0,,0,,
3166uk,,,B,,,,0,,0,,
3335ch,,,B,,,,0,,0,,
3340be,,,B,,,,0,,0,,
3340ch,,,B,,,,0,,0,,
3340de,,,B,,,,0,,0,,
3340dk,,,B,,,,0,,0,,
3340gb,,,B,,,,0,,0,,
3340ja,,,B,,,,0,,0,,
3340se,,,B,,,,0,,0,,
3345be,,,B,,,,0,,0,,
3345ch,,,B,,,,0,,0,,
3345de,,,B,,,,0,,0,,
3345it,,,B,,,,0,,0,,
3345nl,,,B,,,,0,,0,,
3345nl2,,,B,,,,0,,0,,
3345se,,,B,,,,0,,0,,
3366at,,,B,,,,0,,0,,
3366be,,,B,,,,0,,0,,
3366ch,,,B,,,,0,,0,,
3366de,,,B,,,,0,,0,,
3366dk,,,B,,,,0,,0,,
3366it,,,B,,,,0,,0,,
3499609053,,,B,,,,0,,0,,
393418,,,B,,,,0,,0,,
393943,,,B,,,,0,,0,,
4.100.230,,,B,,,,0,,0,,
4006book,,,B,,,,0,,0,,
4007,,,B,,,,0,,0,,
4100204,,,B,,,,0,,0,,
4101884,,,B,,,,0,,0,,
4105438F,,,B,,,,0,,0,,
4111545,,,B,,,,0,,0,,
4113682,,,B,,,,0,,0,,
4113708,,,B,,,,0,,0,,
4115953,,,B,,,,0,,0,,
4118525,,,B,,,,0,,0,,
4122268,,,B,,,,0,,0,,
4124816,,,B,,,,0,,0,,
4124817,,,B,,,,0,,0,,
4124818,,,B,,,,0,,0,,
4124819,,,B,,,,0,,0,,
4124820,,,B,,,,0,,0,,
4124821,,,B,,,,0,,0,,
4124822,,,B,,,,0,,0,,
4124823,,,B,,,,0,,0,,
4125099,,,B,,,,0,,0,,
4128015,,,B,,,,0,,0,,
4128027,,,B,,,,0,,0,,
4128030,,,B,,,,0,,0,,
4128032,,,B,,,,0,,0,,
4128051,,,B,,,,0,,0,,
4128057,,,B,,,,0,,0,,
4128060,,,B,,,,0,,0,,
4128081,,,B,,,,0,,0,,
4128089,,,B,,,,0,,0,,
4131275,,,B,,,,0,,0,,
4133058,,,B,,,,0,,0,,
4133064,,,B,,,,0,,0,,
4133069,,,B,,,,0,,0,,
4133393,,,B,,,,0,,0,,
4133394,,,B,,,,0,,0,,
4133395,,,B,,,,0,,0,,
4133396,,,B,,,,0,,0,,
4133408,,,B,,,,0,,0,,
4154180,,,B,,,,0,,0,,
4154181,,,B,,,,0,,0,,
4154182,,,B,,,,0,,0,,
4154183,,,B,,,,0,,0,,
4156387,,,B,,,,0,,0,,
4156388,,,B,,,,0,,0,,
4156392,,,B,,,,0,,0,,
4156393,,,B,,,,0,,0,,
4156395,,,B,,,,0,,0,,
4156400,,,B,,,,0,,0,,
4156678,,,B,,,,0,,0,,
4156679,,,B,,,,0,,0,,
4156680,,,B,,,,0,,0,,
4156681,,,B,,,,0,,0,,
4158730,,,B,,,,0,,0,,
4171541,,,B,,,,0,,0,,
4171907,,,B,,,,0,,0,,
4173541,,,B,,,,0,,0,,
4175550,,,B,,,,0,,0,,
4178009,,,B,,,,0,,0,,
4178010,,,B,,,,0,,0,,
4178206,,,B,,,,0,,0,,
4178207,,,B,,,,0,,0,,
4179431,,,B,,,,0,,0,,
4179434,,,B,,,,0,,0,,
4181591IN,,,B,,,,0,,0,,
4183721,,,B,,,,0,,0,,
4183911,,,B,,,,0,,0,,
4184182,,,B,,,,0,,0,,
4184374,,,B,,,,0,,0,,
4184387,,,B,,,,0,,0,,
4185961,,,B,,,,0,,0,,
4186377,,,B,,,,0,,0,,
4189640DE,,,B,,,,0,,0,,
4193889,,,B,,,,0,,0,,
4200400,,,B,,,,0,,0,,
4200401,,,B,,,,0,,0,,
4201957,,,B,,,,0,,0,,
4208603,,,B,,,,0,,0,,
4208604,,,B,,,,0,,0,,
4208605,,,B,,,,0,,0,,
4208606,,,B,,,,0,,0,,
4210608,,,B,,,,0,,0,,
4210609,,,B,,,,0,,0,,
4217175,,,B,,,,0,,0,,
4217176,,,B,,,,0,,0,,
4217177,,,B,,,,0,,0,,
4217178,,,B,,,,0,,0,,
4217179,,,B,,,,0,,0,,
4217180,,,B,,,,0,,0,,
4217181,,,B,,,,0,,0,,
4217182,,,B,,,,0,,0,,
4217183,,,B,,,,0,,0,,
4217184,,,B,,,,0,,0,,
4217185,,,B,,,,0,,0,,
4217188,,,B,,,,0,,0,,
4218234,,,B,,,,0,,0,,
4221706,,,B,,,,0,,0,,
4226800,,,B,,,,0,,0,,
4226800a,,,B,,,,0,,0,,
4226800b,,,B,,,,0,,0,,
4226801,,,B,,,,0,,0,,
4227031,,,B,,,,0,,0,,
4229855,,,B,,,,0,,0,,
4229856,,,B,,,,0,,0,,
4229983,,,B,,,,0,,0,,
4234992,,,B,,,,0,,0,,
4236381DE,,,B,,,,0,,0,,
4244697,,,B,,,,0,,0,,
4244699,,,B,,,,0,,0,,
4261245,,,B,,,,0,,0,,
4261247,,,B,,,,0,,0,,
4292370,,,B,,,,0,,0,,
4292845,,,B,,,,0,,0,,
4324132,,,B,,,,0,,0,,
4326079,,,B,,,,0,,0,,
4330157,,,B,,,,0,,0,,
4397880,,,B,,,,0,,0,,
4398040,,,B,,,,0,,0,,
4435111,,,B,,,,0,,0,,
4435112,,,B,,,,0,,0,,
4493541,,,B,,,,0,,0,,
4493546it,,,B,,,,0,,0,,
4496409,,,B,,,,0,,0,,
4496634,,,B,,,,0,,0,,
4497739,,,B,,,,0,,0,,
4499952,,,B,,,,0,,0,,
45009b01,,,B,,,,0,,0,,
45009b02,,,B,,,,0,,0,,
45009b03,,,B,,,,0,,0,,
45009b04,,,B,,,,0,,0,,
45009b05,,,B,,,,0,,0,,
45009b06,,,B,,,,0,,0,,
45009b07,,,B,,,,0,,0,,
45009b08,,,B,,,,0,,0,,
45020b01,,,B,,,,0,,0,,
45020b02,,,B,,,,0,,0,,
45020b03,,,B,,,,0,,0,,
45020b04,,,B,,,,0,,0,,
45020b05,,,B,,,,0,,0,,
45020b06,,,B,,,,0,,0,,
45020b07,,,B,,,,0,,0,,
45020b08,,,B,,,,0,,0,,
4502456,,,B,,,,0,,0,,
45024b01,,,B,,,,0,,0,,
45024b02,,,B,,,,0,,0,,
45024b03,,,B,,,,0,,0,,
45024b04,,,B,,,,0,,0,,
45024b05,,,B,,,,0,,0,,
45024b06,,,B,,,,0,,0,,
45024b07,,,B,,,,0,,0,,
45024b08,,,B,,,,0,,0,,
45026b01,,,B,,,,0,,0,,
45026b02,,,B,,,,0,,0,,
45026b03,,,B,,,,0,,0,,
45026b04,,,B,,,,0,,0,,
45026b05,,,B,,,,0,,0,,
45026b06,,,B,,,,0,,0,,
45026b07,,,B,,,,0,,0,,
45026b08,,,B,,,,0,,0,,
45026b09,,,B,,,,0,,0,,
45026b10,,,B,,,,0,,0,,
45026b11,,,B,,,,0,,0,,
45029b01,,,B,,,,0,,0,,
45029b02,,,B,,,,0,,0,,
45029b03,,,B,,,,0,,0,,
45029b04,,,B,,,,0,,0,,
45029b05,,,B,,,,0,,0,,
45029b06,,,B,,,,0,,0,,
45029b07,,,B,,,,0,,0,,
45029b08,,,B,,,,0,,0,,
45029b09,,,B,,,,0,,0,,
45030b01,,,B,,,,0,,0,,
45030b02,,,B,,,,0,,0,,
45030b03,,,B,,,,0,,0,,
45030b04,,,B,,,,0,,0,,
45030b05,,,B,,,,0,,0,,
45030b06,,,B,,,,0,,0,,
45030b07,,,B,,,,0,,0,,
45030b08,,,B,,,,0,,0,,
45030b09,,,B,,,,0,,0,,
4506545,,,B,,,,0,,0,,
4506546,,,B,,,,0,,0,,
4506547,,,B,,,,0,,0,,
4506548,,,B,,,,0,,0,,
4506549,,,B,,,,0,,0,,
45080,,,B,,,,0,,0,,
45100bc,,,B,,,,0,,0,,
45100bc2,,,B,,,,0,,0,,
45100bc3,,,B,,,,0,,0,,
4514949,,,B,,,,0,,0,,
4518514,,,B,,,,0,,0,,
45300b01,,,B,,,,0,,0,,
45400bc,,,B,,,,0,,0,,
4547215,,,B,,,,0,,0,,
4547216,,,B,,,,0,,0,,
4552862,,,B,,,,0,,0,,
45544bc,,,B,,,,0,,0,,
45560bc,,,B,,,,0,,0,,
4559895,,,B,,,,0,,0,,
4563335,,,B,,,,0,,0,,
4563336,,,B,,,,0,,0,,
45678bc,,,B,,,,0,,0,,
4582335,,,B,,,,0,,0,,
4582336,,,B,,,,0,,0,,
4582337,,,B,,,,0,,0,,
4582338,,,B,,,,0,,0,,
4582339,,,B,,,,0,,0,,
4610292,,,B,,,,0,,0,,
4610318,,,B,,,,0,,0,,
4610321,,,B,,,,0,,0,,
4610324,,,B,,,,0,,0,,
4610326,,,B,,,,0,,0,,
4619861,,,B,,,,0,,0,,
4619862,,,B,,,,0,,0,,
4619863,,,B,,,,0,,0,,
4619889,,,B,,,,0,,0,,
4619894,,,B,,,,0,,0,,
4633709,,,B,,,,0,,0,,
4639027-NL,,,B,,,,0,,0,,
4639028-FR,,,B,,,,0,,0,,
4639029-FL,,,B,,,,0,,0,,
4641066nl,,,B,,,,0,,0,,
4641067fr,,,B,,,,0,,0,,
4644831de,,,B,,,,0,,0,,
4646954de,,,B,,,,0,,0,,
4650342,,,B,,,,0,,0,,
4657546,,,B,,,,0,,0,,
4657547,,,B,,,,0,,0,,
4657548,,,B,,,,0,,0,,
4657549,,,B,,,,0,,0,,
4659584,,,B,,,,0,,0,,
4662107,,,B,,,,0,,0,,
4662108,,,B,,,,0,,0,,
4662109,,,B,,,,0,,0,,
4666342,,,B,,,,0,,0,,
5000141377,,,B,,,,0,,0,,
5000700,,,B,,,,0,,0,,
5001335,,,B,,,,0,,0,,
5002111,,,B,,,,0,,0,,
5002820,,,B,,,,0,,0,,
5002887,,,B,,,,0,,0,,
5002889,,,B,,,,0,,0,,
5002928book,,,B,,,,0,,0,,
5003260,,,B,,,,0,,0,,
5003275,,,B,,,,0,,0,,
5003285,,,B,,,,0,,0,,
5003286,,,B,,,,0,,0,,
5003304,,,B,,,,0,,0,,
5003308,,,B,,,,0,,0,,
5003317,,,B,,,,0,,0,,
5003331,,,B,,,,0,,0,,
5003420,,,B,,,,0,,0,,
5003421,,,B,,,,0,,0,,
5003426,,,B,,,,0,,0,,
5003427,,,B,,,,0,,0,,
5003428,,,B,,,,0,,0,,
5003440,,,B,,,,0,,0,,
5003441,,,B,,,,0,,0,,
5004334,,,B,,,,0,,0,,
5004354,,,B,,,,0,,0,,
5004856,,,B,,,,0,,0,,
5004933b01,,,B,,,,0,,0,,
5004933b02,,,B,,,,0,,0,,
5004933b03,,,B,,,,0,,0,,
5004933b04,,,B,,,,0,,0,,
5004933b05,,,B,,,,0,,0,,
5004933b06,,,B,,,,0,,0,,
5004933b07,,,B,,,,0,,0,,
5004933b08,,,B,,,,0,,0,,
5004933b09,,,B,,,,0,,0,,
5004933b10,,,B,,,,0,,0,,
5005672,,,B,,,,0,,0,,
5005777,,,B,,,,0,,0,,
5005778,,,B,,,,0,,0,,
5005784,,,B,,,,0,,0,,
5005785,,,B,,,,0,,0,,
5005786,,,B,,,,0,,0,,
5005791,,,B,,,,0,,0,,
5006807-DE,,,B,,,,0,,0,,
5006807-EN.UK,,,B,,,,0,,0,,
5006807-EN.US,,,B,,,,0,,0,,
5006978,,,B,,,,0,,0,,
5007418,,,B,,,,0,,0,,
5007627,,,B,,,,0,,0,,
50399,,,B,,,,0,,0,,
50795,,,B,,,,0,,0,,
50999,,,B,,,,0,,0,,
51499,,,B,,,,0,,0,,
51595,,,B,,,,0,,0,,
5900,,,B,,,,0,,0,,
5901da,,,B,,,,0,,0,,
5901de,,,B,,,,0,,0,,
5901uk,,,B,,,,0,,0,,
5902da,,,B,,,,0,,0,,
5902de,,,B,,,,0,,0,,
5902nl,,,B,,,,0,,0,,
5902uk,,,B,,,,0,,0,,
5903de,,,B,,,,0,,0,,
5903nl,,,B,,,,0,,0,,
59066,,,B,,,,0,,0,,
59067,,,B,,,,0,,0,,
59068,,,B,,,,0,,0,,
59069da,,,B,,,,0,,0,,
59069de,,,B,,,,0,,0,,
59069nl,,,B,,,,0,,0,,
59069uk,,,B,,,,0,,0,,
59070da,,,B,,,,0,,0,,
59070de,,,B,,,,0,,0,,
59070nl,,,B,,,,0,,0,,
59070uk,,,B,,,,0,,0,,
59071da,,,B,,,,0,,0,,
59071de,,,B,,,,0,,0,,
59071uk,,,B,,,,0,,0,,
59072da,,,B,,,,0,,0,,
59072de,,,B,,,,0,,0,,
59072nl,,,B,,,,0,,0,,
59072uk,,,B,,,,0,,0,,
59073,,,B,,,,0,,0,,
5907en,,,B,,,,0,,0,,
5907fi,,,B,,,,0,,0,,
5907nl,,,B,,,,0,,0,,
5908,,,B,,,,0,,0,,
5908de,,,B,,,,0,,0,,
5908nl,,,B,,,,0,,0,,
5909,,,B,,,,0,,0,,
5909de,,,B,,,,0,,0,,
5909dk,,,B,,,,0,,0,,
5909fi,,,B,,,,0,,0,,
5909nl,,,B,,,,0,,0,,
5918,,,B,,,,0,,0,,
5919de,,,B,,,,0,,0,,
5920,,,B,,,,0,,0,,
5920de,,,B,,,,0,,0,,
5920se,,,B,,,,0,,0,,
6000,,,B,,,,0,,0,,
6004121,,,B,,,,0,,0,,
6004466,,,B,,,,0,,0,,
6004468,,,B,,,,0,,0,,
6004472,,,B,,,,0,,0,,
6011773,,,B,,,,0,,0,,
6011788,,,B,,,,0,,0,,
6013273,,,B,,,,0,,0,,
6013279,,,B,,,,0,,0,,
6013287,,,B,,,,0,,0,,
6013291,,,B,,,,0,,0,,
6013294,,,B,,,,0,,0,,
6030601,,,B,,,,0,,0,,
6031643,,,B,,,,0,,0,,
6031649,,,B,,,,0,,0,,
6033794,,,B,,,,0,,0,,
6037264,,,B,,,,0,,0,,
6037281,,,B,,,,0,,0,,
6037284,,,B,,,,0,,0,,
6037288,,,B,,,,0,,0,,
6037292,,,B,,,,0,,0,,
6038117-NL,,,B,,,,0,,0,,
6038117BE-NL,,,B,,,,0,,0,,
6038117FR,,,B,,,,0,,0,,
6044716,,,B,,,,0,,0,,
6046913,,,B,,,,0,,0,,
6046930,,,B,,,,0,,0,,
6047160,,,B,,,,0,,0,,
6047357,,,B,,,,0,,0,,
6047512,,,B,,,,0,,0,,
6070937,,,B,,,,0,,0,,
6070951,,,B,,,,0,,0,,
6073240,,,B,,,,0,,0,,
60734,,,B,,,,0,,0,,
6075276,,,B,,,,0,,0,,
6075281,,,B,,,,0,,0,,
6078153,,,B,,,,0,,0,,
6079399,,,B,,,,0,,0,,
6079479,,,B,,,,0,,0,,
6090093,,,B,,,,0,,0,,
6106744,,,B,,,,0,,0,,
6108465,,,B,,,,0,,0,,
6112152,,,B,,,,0,,0,,
6112153,,,B,,,,0,,0,,
6119054,,,B,,,,0,,0,,
6128690,,,B,,,,0,,0,,
6128705,,,B,,,,0,,0,,
6141429,,,B,,,,0,,0,,
6150502,,,B,,,,0,,0,,
6150503,,,B,,,,0,,0,,
6150504,,,B,,,,0,,0,,
6150508,,,B,,,,0,,0,,
6150510,,,B,,,,0,,0,,
6150511,,,B,,,,0,,0,,
6150516,,,B,,,,0,,0,,
6150517,,,B,,,,0,,0,,
6150518,,,B,,,,0,,0,,
6150522,,,B,,,,0,,0,,
6150523,,,B,,,,0,,0,,
6150524,,,B,,,,0,,0,,
6151273,,,B,,,,0,,0,,
6151317,,,B,,,,0,,0,,
6155054,,,B,,,,0,,0,,
6163800,,,B,,,,0,,0,,
6163835,,,B,,,,0,,0,,
6188123,,,B,,,,0,,0,,
6190056,,,B,,,,0,,0,,
6190060,,,B,,,,0,,0,,
6190063,,,B,,,,0,,0,,
6190073,,,B,,,,0,,0,,
6190075,,,B,,,,0,,0,,
6190076,,,B,,,,0,,0,,
6195851,,,B,,,,0,,0,,
6195852,,,B,,,,0,,0,,
6200507-DE,,,B,,,,0,,0,,
6228219,,,B,,,,0,,0,,
6312915,,,B,,,,0,,0,,
6344090,,,B,,,,0,,0,,
6344091,,,B,,,,0,,0,,
6344094,,,B,,,,0,,0,,
6344095,,,B,,,,0,,0,,
6344098,,,B,,,,0,,0,,
6344099,,,B,,,,0,,0,,
6344100,,,B,,,,0,,0,,
6344101,,,B,,,,0,,0,,
6412772,,,B,,,,0,,0,,
